code,v2,label,visited,payoff,v6,v7,liberal,comment,condition,cause,age,gender,race,volunteer,donated,politics,ceostanceopinion,ceocsropinion,trolley,risk1,risk2,risk3,risk4,risk5,amb1,amb2,amb3,amb4,amb5,amb6,amb7,fair1,fair2,fair3,fair4,fair5,fair6,fair7,fair8,fair9,fair10,risk,amb,fair,match,round_earnings_1,round_earnings_2,round_earnings_3,round_earnings_4,round_earnings_5,round_earnings_6,round_earnings_7,round_earnings_8,round_earnings_9,round_earnings_10,round_earnings_str_1,round_earnings_str_2,round_earnings_str_3,round_earnings_str_4,round_earnings_str_5,round_earnings_str_6,round_earnings_str_7,round_earnings_str_8,round_earnings_str_9,round_earnings_str_10,pre_decision_earnings_1,pre_decision_earnings_2,pre_decision_earnings_3,pre_decision_earnings_4,pre_decision_earnings_5,pre_decision_earnings_6,pre_decision_earnings_7,pre_decision_earnings_8,pre_decision_earnings_9,pre_decision_earnings_10,round_donation_str_1,round_donation_str_2,round_donation_str_3,round_donation_str_4,round_donation_str_5,round_donation_str_6,round_donation_str_7,round_donation_str_8,round_donation_str_9,round_donation_str_10,social_action_1,social_action_2,social_action_3,social_action_4,social_action_5,social_action_6,social_action_7,social_action_8,social_action_9,social_action_10,social_action_b_1,social_action_b_2,social_action_b_3,social_action_b_4,social_action_b_5,social_action_b_6,social_action_b_7,social_action_b_8,social_action_b_9,social_action_b_10,board_block_1,board_block_2,board_block_3,board_block_4,board_block_5,board_block_6,board_block_7,board_block_8,board_block_9,board_block_10,donation_1,donation_2,donation_3,donation_4,donation_5,donation_6,donation_7,donation_8,donation_9,donation_10,type_1,type_2,type_3,type_4,type_5,type_6,type_7,type_8,type_9,type_10,cotton_1,cotton_2,cotton_3,cotton_4,cotton_5,cotton_6,cotton_7,cotton_8,cotton_9,cotton_10,price_1,price_2,price_3,price_4,price_5,price_6,price_7,price_8,price_9,price_10,type_b_1,type_b_2,type_b_3,type_b_4,type_b_5,type_b_6,type_b_7,type_b_8,type_b_9,type_b_10,cotton_b_1,cotton_b_2,cotton_b_3,cotton_b_4,cotton_b_5,cotton_b_6,cotton_b_7,cotton_b_8,cotton_b_9,cotton_b_10,price_b_1,price_b_2,price_b_3,price_b_4,price_b_5,price_b_6,price_b_7,price_b_8,price_b_9,price_b_10,round_earnings_n_1,round_earnings_n_2,round_earnings_n_3,round_earnings_n_4,round_earnings_n_5,round_earnings_n_6,round_earnings_n_7,round_earnings_n_8,round_earnings_n_9,round_earnings_n_10,type_n_1,type_n_2,type_n_3,type_n_4,type_n_5,type_n_6,type_n_7,type_n_8,type_n_9,type_n_10,cotton_n_1,cotton_n_2,cotton_n_3,cotton_n_4,cotton_n_5,cotton_n_6,cotton_n_7,cotton_n_8,cotton_n_9,cotton_n_10,price_n_1,price_n_2,price_n_3,price_n_4,price_n_5,price_n_6,price_n_7,price_n_8,price_n_9,price_n_10,social_action_n_1,social_action_n_2,social_action_n_3,social_action_n_4,social_action_n_5,social_action_n_6,social_action_n_7,social_action_n_8,social_action_n_9,social_action_n_10,board_block_n_1,board_block_n_2,board_block_n_3,board_block_n_4,board_block_n_5,board_block_n_6,board_block_n_7,board_block_n_8,board_block_n_9,board_block_n_10,donate_num,donate_num_1h,donate_num_2h,black,eastasian,hispanic,multiracial,other,southasian,white,asian,other_race,female,male,nonbinary,unkgender,mismatch,control,match_,earnings,earnings_1h,earnings_2h,donate_pct,donate_pct_1h,donate_pct_2h
zq8qth2b,49m28d93,,1,3.1199999,zq8qth2b,49m28d93,1,,Baseline,Everytown for Gun Safety,31,0,East Asian,1,1,4,3,4,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,-2,1,2,0,-1,-2,0,-2,3,3,-.40000001,1,.44999999,2.96,2.8900001,.44999999,2.8900001,1.35,4.0500002,2.7,4.0500002,.44999999,.44999999,2.96,2.8900001,.44999999,2.8900001,1.35,4.0500002,2.7,4.0500002,.44999999,,,,,,,,,,,.050000001,0,0,.050000001,0,.15000001,.44999999,.30000001,.44999999,.050000001,1,0,0,1,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.079999998,0,0,0,.079999998,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,80,80,80,80,80,60,40,40,40,60,53,53,50,56,60,99,99,109,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,2.96,2.8900001,.44999999,2.8900001,1.35,4.0500002,2.7,4.0500002,.44999999,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Sweater Vest,80,80,80,80,80,60,40,40,40,60,53,53,50,56,60,99,99,109,99,99,Donate 10% of Period Earnings,No Action,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,2,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,22.240002,9.6400003,12.6,.69999999,.2,.5
52typicy,49m28d93,,1,2.45,52typicy,49m28d93,1,,Baseline,the National Rifle Association (NRA),26,0,White,1,0,5,3,4,1,0,1,0,1,1,0,0,0,1,1,1,1,-4,5,3,5,-5,-4,-5,-5,-3,-5,3,4,-1.8,0,3,2.9400001,2.9400001,2.9000001,2.99,.44999999,2.0999999,4.0500002,1.9,3.3699999,3,2.9400001,2.9400001,2.9000001,2.99,.44999999,2.0999999,4.0500002,1.9,3.3699999,,,,,,,,,,,0,0,0,0,0,.050000001,0,.44999999,0,.38,0,0,0,0,0,1,0,1,0,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.029999999,0,0,0,.029999999,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,100,80,90,90,50,40,30,45,49,55,55,49,50,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9400001,2.9400001,2.9000001,2.99,.44999999,2.0999999,4.0500002,1.9,3.3699999,Sweater Vest,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,100,80,90,90,50,40,30,45,49,55,55,49,50,99,99,99,99,99,No Action,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,,,,,,,,,,,3,0,3,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,26.639999,14.77,11.87,.30000001,0,.30000001
57kft6e9,49m28d93,,1,2.55,57kft6e9,49m28d93,1,,Baseline,Everytown for Gun Safety,31,1,White,0,1,4,3,4,1,0,0,0,1,1,0,0,0,0,0,1,1,2,0,-2,-3,0,-2,0,-3,2,-1,2,2,-.69999999,1,2.9000001,2.75,3.05,3,.44999999,.44999999,4.0500002,2,4.73,5.4000001,2.9000001,2.75,3.05,3,.44999999,.44999999,4.0500002,2,4.73,5.4000001,,,,,,,,,,,0,0,0,0,.050000001,.050000001,.44999999,0,.51999998,.60000002,0,0,0,0,1,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.029999999,0,0,0,1.02,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,75,85,80,80,80,40,40,35,30,49,59,39,39,25,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000001,2.75,3.05,3,.44999999,.44999999,4.0500002,2,4.73,5.4000001,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,75,85,80,80,80,40,40,35,30,49,59,39,39,25,99,99,99,99,99,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,5,1,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,28.779999,12.15,16.629999,.5,.1,.40000001
mkgudgar,49m28d93,,1,2.45,mkgudgar,49m28d93,1,,Baseline,The American Red Cross,24,0,Multi-racial,1,1,4,5,5,0,0,0,1,1,1,0,0,0,0,0,1,1,0,-5,1,2,0,-3,0,0,0,-3,3,2,-.80000001,2,3,.44999999,.44999999,.44999999,.44999999,4.0500002,2.7,5.4000001,6.0700002,6.75,3,.44999999,.44999999,.44999999,.44999999,4.0500002,2.7,5.4000001,6.0700002,6.75,,,,,,,,,,,0,.050000001,.050000001,.050000001,.050000001,.44999999,.30000001,.60000002,.68000001,.75,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.22,0,0,0,.25,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,90,40,50,30,25,20,49,59,49,45,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,.44999999,.44999999,4.0500002,2.7,5.4000001,6.0700002,6.75,,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,,80,80,80,90,40,50,30,25,20,,59,49,45,49,99,99,99,99,99,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,9,4,5,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,29.77,4.7999997,24.969999,.89999998,.40000001,.5
2bxtomlp,49m28d93,,1,3.2,2bxtomlp,49m28d93,1,,Baseline,the National Rifle Association (NRA),20,0,White,0,1,5,5,4,1,0,0,1,1,1,0,0,1,1,1,1,1,2,3,-4,-2,4,-3,2,-4,0,-1,3,5,-.30000001,0,2.9000001,.44999999,2.79,2.8900001,2.8900001,2.7,4.0500002,.44999999,.44999999,1.49,2.9000001,.44999999,2.79,2.8900001,2.8900001,2.7,4.0500002,.44999999,.44999999,1.49,,,,,,,,,,,0,.050000001,0,0,0,.30000001,.44999999,.050000001,.050000001,.16,0,1,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.15000001,0,0,0,.15000001,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Sweater Vest,Turtleneck,Cardigan,80,80,50,50,50,50,40,40,40,35,49,49,40,20,20,99,99,99,99,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9000001,.44999999,2.79,2.8900001,2.8900001,2.7,4.0500002,.44999999,.44999999,1.49,Cardigan,Sweater Vest,Sweater Vest,Turtleneck,Cardigan,Cardigan,Cardigan,Sweater Vest,Turtleneck,Cardigan,80,80,50,50,50,50,40,40,40,35,49,49,40,20,20,99,99,99,99,75,No Action,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,6,1,5,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,21.060003,11.920001,9.1399994,.60000002,.1,.5
endxpc2x,49m28d93,,1,2.3800001,endxpc2x,49m28d93,1,,Baseline,Everytown for Gun Safety,22,0,White,1,0,4,4,4,0,0,0,0,0,1,0,0,0,1,1,1,1,-1,-2,-2,-1,-1,1,-1,-1,1,-2,1,4,-.89999998,1,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,4.0500002,4.73,5.4000001,6.0700002,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,4.0500002,4.73,5.4000001,6.0700002,,,,,,,,,,,.050000001,.050000001,.050000001,.050000001,.050000001,.30000001,.44999999,.51999998,.60000002,.68000001,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.15000001,0,0,0,.18000001,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,70,80,50,50,40,35,30,25,49,49,49,59,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,4.0500002,4.73,5.4000001,6.0700002,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,70,80,50,50,40,35,30,25,49,49,49,59,49,99,99,99,99,99,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,25.199999,2.25,22.949999,1,.5,.5
r8nqzich,49m28d93,,1,4.3699999,r8nqzich,49m28d93,1,,Baseline,The American Red Cross,24,1,Black,1,0,4,4,4,1,0,0,0,1,1,1,1,1,0,0,0,0,-2,2,0,1,0,0,-3,-3,0,-3,2,3,-.80000001,2,.44999999,.44999999,2.7,.89999998,3.5999999,4.0500002,3.5999999,.44999999,2.7,3.5999999,.44999999,.44999999,2.7,.89999998,3.5999999,4.0500002,3.5999999,.44999999,2.7,3.5999999,,,,,,,,,,,.050000001,.050000001,.30000001,.1,.40000001,.44999999,.40000001,.050000001,.30000001,.40000001,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.15000001,0,0,.22,0,0,0,.37,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Turtleneck,Cardigan,Turtleneck,Cardigan,Cardigan,Turtleneck,80,80,80,90,70,40,60,50,50,70,49,49,49,59,49,99,39,79,99,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,2.7,.89999998,3.5999999,4.0500002,3.5999999,.44999999,2.7,3.5999999,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Turtleneck,Cardigan,Turtleneck,Cardigan,Cardigan,Turtleneck,80,80,80,90,70,40,60,50,50,70,49,49,49,59,49,99,39,79,99,49,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,22.500002,8.1000004,14.4,1,.5,.5
cfffx5o9,49m28d93,,1,2.98,cfffx5o9,49m28d93,1,,Baseline,the National Rifle Association (NRA),23,0,Hispanic,1,1,5,4,5,0,0,0,0,1,1,0,0,0,0,1,1,1,-2,0,-1,0,-4,-1,-2,-2,0,-2,2,3,-1.4,0,3,3.01,3.02,3.02,3.02,2.24,2.8900001,2.0899999,3.02,3.02,3,3.01,3.02,3.02,3.02,2.24,2.8900001,2.0899999,3.02,3.02,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,80,80,80,78,78,55,80,35,78,78,49,48,47,45,45,90,60,85,45,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3.01,3.02,3.02,,2.24,2.8900001,2.0899999,,,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,,Cardigan,Sweater Vest,Cardigan,,,80,80,80,78,,55,80,35,,,49,48,47,45,,90,60,85,,,No Action,No Action,No Action,No Action,,No Action,No Action,No Action,,,,,,,,,,,,,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,28.330002,15.070002,13.26,0,0,0
v36mbaop,49m28d93,,1,1.11,v36mbaop,49m28d93,1,,Baseline,Everytown for Gun Safety,39,,Black,0,1,4,5,5,0,0,0,0,0,0,0,0,0,0,1,1,1,0,-3,-4,3,4,-4,0,-2,,0,0,3,,1,.44999999,.44999999,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,2.7,2.7,.44999999,.44999999,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,2.7,2.7,,,,,,,,,,,.050000001,.050000001,.050000001,.050000001,.050000001,.050000001,.050000001,.30000001,.30000001,.30000001,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.029999999,0,0,0,.059999999,Sweater Vest,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,100,100,100,100,100,80,80,50,50,50,60,65,60,60,60,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,.44999999,.44999999,.44999999,.44999999,.44999999,2.7,2.7,2.7,Sweater Vest,Cardigan,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,,Cardigan,100,100,100,100,100,80,80,50,50,50,60,65,60,60,60,99,99,99,99,50,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,10,5,5,1,0,0,0,0,0,0,0,0,,,,,0,0,1,11.25,2.25,9,1,.5,.5
zhb8185e,49m28d93,,1,2.8399999,zhb8185e,49m28d93,1,,Baseline,the National Rifle Association (NRA),19,0,Multi-racial,1,0,4,4,4,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,-3,-2,0,0,0,-1,0,1,1,3,-.5,0,3,2.9400001,3.0899999,3.1600001,3.1300001,2.1900001,3.1600001,3.1099999,3.1500001,3.1600001,3,2.9400001,3.0899999,3.1600001,3.1300001,2.1900001,3.1600001,3.1099999,3.1500001,3.1600001,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,80,75,85,90,95,50,90,85,90,90,49,50,45,43,41,90,43,43,44,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2.9400001,3.0899999,3.1600001,3.1300001,2.1900001,3.1600001,3.1099999,,,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Sweater Vest,Sweater Vest,,,80,75,85,90,95,50,90,85,,,49,50,45,43,41,90,43,43,,,No Action,No Action,No Action,No Action,No Action,No Action,No Action,No Action,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,30.09,15.32,14.77,0,0,0
59zzc918,49m28d93,,1,4.29,59zzc918,49m28d93,1,,Baseline,Everytown for Gun Safety,21,0,East Asian,1,1,4,4,5,0,0,1,1,1,1,0,0,0,1,1,1,1,-3,0,-3,,2,0,-1,1,1,-3,4,4,,1,.44999999,.44999999,2.54,2.4400001,2.5899999,4.0500002,2.7,5.4000001,6.0700002,6.75,.44999999,.44999999,2.54,2.4400001,2.5899999,4.0500002,2.7,5.4000001,6.0700002,6.75,,,,,,,,,,,.050000001,.050000001,0,0,0,.44999999,.30000001,.60000002,.68000001,.75,1,1,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.22,0,0,0,.22,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,30,30,45,40,50,30,25,20,49,55,35,45,45,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,.44999999,2.54,2.4400001,2.5899999,4.0500002,2.7,5.4000001,6.0700002,6.75,Cardigan,Sweater Vest,Turtleneck,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,90,30,30,45,40,50,30,25,20,49,55,35,45,45,99,99,99,99,99,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,7,2,5,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,33.440002,8.4700003,24.969999,.69999999,.2,.5
8k3e9svy,49m28d93,,1,1.51,8k3e9svy,49m28d93,1,,Baseline,The American Red Cross,34,1,White,0,1,5,4,5,1,0,0,1,1,1,0,0,0,0,0,0,0,-2,-3,-2,3,0,-1,-2,0,0,-1,3,0,-.80000001,2,3,.44999999,.44999999,.44999999,.44999999,1.35,2.7,4.0500002,2.7,4.0500002,3,.44999999,.44999999,.44999999,.44999999,1.35,2.7,4.0500002,2.7,4.0500002,,,,,,,,,,,0,.050000001,.050000001,.050000001,.050000001,.15000001,.30000001,.44999999,.30000001,.44999999,0,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.079999998,0,0,0,.11,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,80,80,80,60,50,40,40,30,49,54,54,59,59,99,99,99,89,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,.44999999,.44999999,.44999999,.44999999,1.35,2.7,4.0500002,2.7,4.0500002,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,,80,80,80,80,80,60,50,40,49,30,49,54,54,59,59,99,99,99,89,89,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,9,4,5,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,19.65,4.7999997,14.85,.89999998,.40000001,.5
bt1dnt2j,49m28d93,,1,2.5799999,bt1dnt2j,49m28d93,1,,Baseline,the National Rifle Association (NRA),20,0,Black,0,0,4,3,3,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,-1,0,3,-2,0,0,2,0,1,2,.40000001,0,.44999999,2.99,.44999999,2.3900001,2.9400001,3.9100001,2.5599999,3.9100001,1.35,4.0500002,.44999999,2.99,.44999999,2.3900001,2.9400001,3.9100001,2.5599999,3.9100001,1.35,4.0500002,,,,,,,,,,,.050000001,0,.050000001,0,0,.44,.28999999,.44,.15000001,.44999999,1,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.22,0,0,0,.25,Sweater Vest,Cardigan,Turtleneck,Turtleneck,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,80,100,100,100,40,50,40,60,30,49,40,30,100,45,100,100,100,99,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cardigan,,,,,,,,,,80,,,,,,,,,,40,,,,,,,,,,No Action,,,,,,,,,,,,,,,,,,,,7,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25,9.2200003,15.780001,.69999999,.2,.5
6b00pkz9,49m28d93,,1,3.4200001,6b00pkz9,49m28d93,1,,Baseline,Everytown for Gun Safety,24,2,White,1,1,5,5,4,1,0,0,0,1,1,,0,0,1,1,1,1,0,5,2,4,5,-2,0,-5,-3,-2,2,,.40000001,1,.44999999,2.74,2.6400001,2.5899999,2.6900001,2.7,2.03,2.2,.54000002,4.0500002,.44999999,2.74,2.6400001,2.5899999,2.6900001,2.7,2.03,2.2,.54000002,4.0500002,,,,,,,,,,,.050000001,0,0,0,0,.30000001,.22,0,.059999999,.44999999,1,0,0,0,0,1,1,0,1,1,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,.15000001,0,0,0,.15000001,Sweater Vest,Cardigan,Cardigan,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,75,70,75,70,40,45,70,60,40,55,60,65,75,60,109,109,109,105,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.44999999,2.74,2.6400001,2.5899999,2.6900001,2.7,2.03,2.2,.54000002,4.0500002,Sweater Vest,Cardigan,Cardigan,Cardigan,Turtleneck,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,80,75,70,75,70,40,45,70,60,40,55,60,65,75,60,109,109,109,105,99,Donate 10% of Period Earnings,No Action,No Action,No Action,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,No Action,Donate 10% of Period Earnings,Donate 10% of Period Earnings,,,,,,,,,,,5,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,22.630001,11.110001,11.52,.5,.1,.40000001
lmndljuu,49m28d93,,1,2.6500001,lmndljuu,49m28d93,1,,Baseline,The American Red Cross,29,1,Black,0,0,5,3,3,1,0,0,0,0,0,0,0,0,0,1,1,1,-1,-3,0,0,0,0,0,-3,0,0,0,3,-.69999999,2,.44999999,3,.44999999,3,3,4.0500002,3.3699999,4.0500002,4.0500002,4.0500002,.44999999,3,.44999999,3,3,4.0500002,3.3699999,4.0500002,4.0500002,4.0500002,,,,,,,,,,,.050000001,0,.050000001,0,0,.44999999,.38,.44999999,.44999999,.44999999,1,0,1,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,0,0,.029999999,0,0,.22,0,0,0,.25,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Sweater Vest,Cardigan,Cardigan,Cardigan,Cardigan,Cardigan,100,80,80,80,80,40,45,40,40,40,40,49,49,49,49,99,99,99,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,5,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,29.469997,9.8999996,19.57,.69999999,.2,.5
